mes,municipio,repasse_sefaz,repasse_liquido_sefaz,fundeb_sefaz
Junho,Jaguaribara,1042475.49,833982.0,208493.49
Junho,Jaguaribe,1679888.8,1343912.15,335976.65
Junho,Jaguaruana,1671933.61,1337548.4,334385.21
Junho,Jardim,918485.09,734790.0,183695.09
Junho,Jati,754880.61,603906.08,150974.53
Junho,Jijoca De Jericoacoara,1625251.9,1300202.95,325048.95
Junho,Juazeiro Do Norte,8357988.51,6686391.58,1671596.93
Junho,Jucás,1346315.17,1077053.62,269261.55
Junho,Lavras Da Mangabeira,1012655.34,810125.92,202529.42
Junho,Limoeiro Do Norte,3662920.69,2930337.5,732583.19
Junho,Madalena,1347846.23,1078278.03,269568.2
Junho,Maracanaú,28548226.68,22838581.85,5709644.83
Junho,Maranguape,3691574.0,2953260.32,738313.68
Junho,Marco,1363800.38,1091041.7,272758.68
Junho,Martinópole,1034178.29,827344.37,206833.92
Junho,Massapê,1459305.5,1167445.53,291859.97
Junho,Mauriti,1284301.55,1027442.58,256858.97
Junho,Meruoca,1128087.17,902471.68,225615.49
Junho,Milagres,938755.68,751005.99,187749.69
Junho,Milhã,1543095.75,1234477.73,308618.02
Junho,Miraíma,864061.95,691250.95,172811.0
Junho,Missão Velha,1150194.24,920156.88,230037.36
Junho,Mombaça,1372066.23,1097654.28,274411.95
Junho,Monsenhor Tabosa,989647.62,791720.33,197927.29
Junho,Morada Nova,3359789.27,2687832.51,671956.76
Junho,Moraújo,1058604.92,846885.87,211719.05
Junho,Morrinhos,1257154.47,1005725.53,251428.94
Junho,Mucambo,1140764.84,912613.11,228151.73
Junho,Mulungu,830678.11,664543.9,166134.21
Junho,Nova Olinda,1101960.35,881569.78,220390.57
Junho,Nova Russas,1427310.8,1141849.61,285461.19
Junho,Novo Oriente,1235137.62,988111.83,247025.79
Junho,Ocara,1008998.15,807200.28,201797.87
Junho,Orós,998510.85,798810.35,199700.5
Junho,Pacajus,3307404.09,2645924.11,661479.98
Junho,Pacatuba,3401275.89,2721021.79,680254.1
Junho,Pacoti,927194.02,741757.0,185437.02
Junho,Pacujá,1044102.02,835283.23,208818.79
Junho,Palhano,796211.49,636970.93,159240.56
Junho,Palmácia,888698.97,710960.98,177737.99
Junho,Paracuru,1763586.91,1410870.67,352716.24
Junho,Paraipaba,1597377.02,1277902.59,319474.43
Junho,Parambu,1219339.14,975473.02,243866.12
Junho,Paramoti,1267245.22,1013797.35,253447.87
Junho,Pedra Branca,1724881.34,1379906.11,344975.23
Junho,Penaforte,818583.7,654868.77,163714.93
Junho,Pentecoste,1302436.95,1041950.76,260486.19
Junho,Pereiro,1286415.53,1029134.17,257281.36
Junho,Pindoretama,1097098.6,877680.48,219418.12
Junho,Piquet Carneiro,1432974.57,1146380.67,286593.9
Junho,Pires Ferreira,986819.92,789457.5,197362.42
Junho,Poranga,1136868.8,909496.8,227372.0
Junho,Porteiras,1086553.44,869244.24,217309.2
Junho,Potengi,973549.8,778841.18,194708.62
Junho,Potiretama,1215560.66,972449.89,243110.77
Junho,Quiterianópolis,1254712.3,1003771.66,250940.64
Junho,Quixadá,2631584.42,2105268.5,526315.92
Junho,Quixelô,1058790.34,847033.78,211756.56
Junho,Quixeramobim,3698002.13,2958402.63,739599.5
Junho,Quixeré,3446642.51,2757314.77,689327.74
Junho,Redenção,1171059.23,936848.95,234210.28
Junho,Reriutaba,1233445.72,986758.14,246687.58
Junho,Russas,2715843.79,2172676.66,543167.13
Junho,Saboeiro,753363.8,602692.81,150670.99
Junho,Salitre,1108755.68,887006.73,221748.95
Junho,Santa Quitéria,1907540.83,1526033.7,381507.13
Junho,Santana Do Acaraú,1188839.67,951073.06,237766.61
Junho,Santana Do Cariri,1005606.17,804486.84,201119.33
Junho,Senador Pompeu,1833373.41,1466699.39,366674.02
Junho,Senador Sá,1288072.22,1030458.77,257613.45
Junho,Sobral,11332729.41,9066184.1,2266545.31
Junho,Solonópole,1731081.01,1384865.82,346215.19
Junho,São Benedito,1620237.14,1296191.15,324045.99
Junho,São Gonçalo Do Amarante,19655272.95,15724218.9,3931054.05
Junho,São João Do Jaguaribe,946239.85,756993.68,189246.17
Junho,São Luís Do Curu,776388.33,621112.2,155276.13
Junho,Tabuleiro Do Norte,1427496.66,1141998.28,285498.38
Junho,Tamboril,1221693.8,977356.42,244337.38
Junho,Tarrafas,954633.88,763708.78,190925.1
Junho,Tauá,1895836.77,1516670.8,379165.97
Junho,Tejuçuoca,760842.1,608675.68,152166.42
Junho,Tianguá,3065420.9,2452337.62,613083.28
Junho,Trairi,2956531.73,2365226.65,591305.08
Junho,Tururu,957465.15,765973.9,191491.25
Junho,Ubajara,1907651.66,1526122.36,381529.3
Junho,Umari,1069525.95,855622.57,213903.38
Junho,Umirim,882444.3,705957.16,176487.14
Junho,Uruburetama,932242.04,745795.66,186446.38
Junho,Uruoca,1999539.97,1599632.65,399907.32
Junho,Varjota,1311709.29,1049368.88,262340.41
Junho,Viçosa Do Ceará,1198008.57,958408.57,239600.0
Junho,Várzea Alegre,1454757.4,1163806.93,290950.47
