municipio,municipio_chave,mes,indice_2026,base_icms,repasse_calculado,fundeb_calculado,liquido_calculado,repasse_sefaz,fundeb_sefaz,repasse_liquido_sefaz,diferenca,erro_absoluto,erro_percentual
ITAPIUNA,ITAPIUNA,Maio,0.1927253,1854938665.46,893734.0269559453,178746.80539118906,714987.2215647562,893733.04,178744.97,714988.07,-0.9869559452636167,0.9869559452636167,0.00011043073279058998
ITAPIUNA,ITAPIUNA,Junho,0.1927253,1934205596.72,931925.8847238525,186385.1769447705,745540.707779082,967285.1,193455.63,773829.47,35359.21527614747,35359.21527614747,3.6555112113427026
ITAREMA,ITAREMA,Janeiro,0.4080872,1923303904.52,1962189.2628615855,392437.8525723171,1569751.4102892685,1962189.11,392436.2,1569752.91,-0.15286158537492156,0.15286158537492156,7.790359481452914e-06
ITAREMA,ITAREMA,Fevereiro,0.4080872,1670684530.04,1704462.4298683486,340892.48597366974,1363569.943894679,1704462.18,340891.72,1363570.46,-0.24986834870651364,0.24986834870651364,1.4659659312975407e-05
ITAREMA,ITAREMA,Março,0.4080872,1678479898.09,1712415.4046695835,342483.08093391673,1369932.323735667,1712414.5,342481.32,1369933.18,-0.9046695835422724,0.9046695835422724,5.283005858349555e-05
ITAREMA,ITAREMA,Abril,0.4080872,1853353143.2,1890824.2370492178,378164.8474098436,1512659.3896393743,1890822.53,378162.82,1512659.71,-1.7070492177736014,1.7070492177736014,9.028077414402298e-05
ITAREMA,ITAREMA,Maio,0.4080872,1854938665.46,1892441.8153982705,378488.3630796541,1513953.4523186164,1892440.93,378487.06,1513953.87,-0.8853982705622911,0.8853982705622911,4.678604528820306e-05
ITAREMA,ITAREMA,Junho,0.4080872,1934205596.72,1973311.365474485,394662.27309489704,1578649.0923795882,2031078.88,406214.89,1624863.99,57767.514525514795,57767.514525514795,2.844178780762803
ITATIRA,ITATIRA,Janeiro,0.2569408,1923303904.52,1235438.1096762312,247087.62193524625,988350.487740985,1235437.11,247085.98,988351.13,-0.9996762310620397,0.9996762310620397,8.091680450347162e-05
ITATIRA,ITATIRA,Fevereiro,0.2569408,1670684530.04,1073167.5492402543,214633.5098480509,858534.0393922036,1073166.57,214632.27,858534.3,-0.9792402542661875,0.9792402542661875,9.124774118394198e-05
ITATIRA,ITATIRA,Março,0.2569408,1678479898.09,1078174.9194979079,215634.9838995816,862539.9355983264,1078174.58,215633.55,862541.03,-0.33949790778569877,0.33949790778569877,3.1488212955799676e-05
ITATIRA,ITATIRA,Abril,0.2569408,1853353143.2,1190505.0982408067,238101.01964816137,952404.0785926455,1190504.22,238099.52,952404.7,-0.8782408067490906,0.8782408067490906,7.377049085547051e-05
ITATIRA,ITATIRA,Maio,0.2569408,1854938665.46,1191523.5616355622,238304.71232711244,953218.8493084498,1191522.77,238302.73,953220.04,-0.7916355622000992,0.7916355622000992,6.643897893785942e-05
ITATIRA,ITATIRA,Junho,0.2569408,1934205596.72,1242440.8334642856,248488.16669285714,993952.6667714285,1259886.39,251975.74,1007910.65,17445.556535714306,17445.556535714306,1.3846928321619782
JAGUARETAMA,JAGUARETAMA,Janeiro,0.2423591,1923303904.52,1165325.5083148829,233065.10166297658,932260.4066519063,1165324.4,233063.42,932260.98,-1.1083148829638958,1.1083148829638958,9.510784147005726e-05
JAGUARETAMA,JAGUARETAMA,Fevereiro,0.2423591,1670684530.04,1012263.9977110435,202452.7995422087,809811.1981688348,1012263.69,202451.94,809811.75,-0.30771104351151735,0.30771104351151735,3.0398308914104918e-05
JAGUARETAMA,JAGUARETAMA,Março,0.2423591,1678479898.09,1016987.1936729603,203397.43873459205,813589.7549383682,1016986.11,203395.22,813590.89,-1.0836729602888227,1.0836729602888227,0.00010655730197621112
JAGUARETAMA,JAGUARETAMA,Abril,0.2423591,1853353143.2,1122942.4994203078,224588.49988406157,898353.9995362463,1122941.65,224587.34,898354.31,-0.8494203079026192,0.8494203079026192,7.564242611382518e-05
JAGUARETAMA,JAGUARETAMA,Maio,0.2423591,1854938665.46,1123903.163790217,224780.6327580434,899122.5310321735,1123902.39,224779.32,899123.07,-0.7737902170047164,0.7737902170047164,6.884852491547033e-05
JAGUARETAMA,JAGUARETAMA,Junho,0.2423591,1934205596.72,1171930.8190900555,234386.16381801112,937544.6552720445,1187667.82,237532.1,950135.72,15737.00090994453,15737.00090994453,1.3250338726820543
JAGUARIBARA,JAGUARIBARA,Janeiro,0.2182106,1923303904.52,1049213.2474691297,209842.64949382597,839370.5979753039,1049212.43,209841.32,839371.11,-0.8174691298045218,0.8174691298045218,7.7912642514588e-05
JAGUARIBARA,JAGUARIBARA,Fevereiro,0.2182106,1670684530.04,911402.684276866,182280.5368553732,729122.1474214928,911401.63,182279.09,729122.54,-1.0542768660234287,1.0542768660234287,0.00011567642972324163
JAGUARIBARA,JAGUARIBARA,Março,0.2182106,1678479898.09,915655.2641253944,183131.0528250789,732524.2113003156,915654.95,183129.35,732525.6,-0.31412539444863796,0.31412539444863796,3.4306088166578245e-05
JAGUARIBARA,JAGUARIBARA,Abril,0.2182106,1853353143.2,1011053.2534738949,202210.650694779,808842.602779116,1011052.21,202209.0,808843.21,-1.0434738949406892,1.0434738949406892,0.00010320672707304496
JAGUARIBARA,JAGUARIBARA,Maio,0.2182106,1854938665.46,1011918.1978830647,202383.63957661297,809534.5583064519,1011917.46,202381.74,809535.72,-0.737883064779453,0.737883064779453,7.291929371190541e-05
JAGUARIBARA,JAGUARIBARA,Junho,0.2182106,1934205596.72,1055160.409459073,211032.08189181463,844128.3275672585,1042475.49,208493.49,833982.0,-12684.919459073106,12684.919459073106,1.2168074531011857
JAGUARIBE,JAGUARIBE,Janeiro,0.3394866,1923303904.52,1632339.7582805487,326467.95165610977,1305871.806624439,1632339.63,326467.03,1305872.6,-0.12828054884448647,0.12828054884448647,7.858692301949839e-06
JAGUARIBE,JAGUARIBE,Fevereiro,0.3394866,1670684530.04,1417937.5269396938,283587.50538793876,1134350.021551755,1417936.95,283586.17,1134350.78,-0.576939693884924,0.576939693884924,4.068867052832808e-05
JAGUARIBE,JAGUARIBE,Março,0.3394866,1678479898.09,1424553.5844273015,284910.7168854603,1139642.8675418412,1424552.82,284909.32,1139643.5,-0.7644273014739156,0.7644273014739156,5.366086049893998e-05
JAGUARIBE,JAGUARIBE,Abril,0.3394866,1853353143.2,1572971.392960703,314594.27859214065,1258377.1143685626,1572971.12,314593.23,1258377.89,-0.2729607028886676,0.2729607028886676,1.7353192275308117e-05
JAGUARIBE,JAGUARIBE,Maio,0.3394866,1854938665.46,1574317.0518638822,314863.41037277645,1259453.6414911058,1574316.44,314861.99,1259454.45,-0.6118638822808862,0.6118638822808862,3.886536827887577e-05
JAGUARIBE,JAGUARIBE,Junho,0.3394866,1934205596.72,1641592.20432861,328318.440865722,1313273.763462888,1679888.8,335976.65,1343912.15,38296.59567138995,38296.59567138995,2.2797101612553132
JAGUARUANA,JAGUARUANA,Janeiro,0.3386148,1923303904.52,1628147.917420647,325629.58348412946,1302518.3339365178,1628147.75,325628.36,1302519.39,-0.16742064710706472,0.16742064710706472,1.028289030323352e-05
JAGUARUANA,JAGUARUANA,Fevereiro,0.3386148,1670684530.04,1414296.2700064713,282859.25400129426,1131437.016005177,1414296.21,282858.09,1131438.12,-0.06000647135078907,0.06000647135078907,4.242850325589791e-06
JAGUARUANA,JAGUARUANA,Março,0.3386148,1678479898.09,1420895.3374894143,284179.0674978829,1136716.2699915315,1420894.44,284177.56,1136716.88,-0.8974894143175334,0.8974894143175334,6.316369387141337e-05
JAGUARUANA,JAGUARUANA,Abril,0.3386148,1853353143.2,1568932.0097850983,313786.40195701964,1255145.6078280786,1568931.76,313785.61,1255146.15,-0.24978509824723005,0.24978509824723005,1.592071144300311e-05
JAGUARUANA,JAGUARUANA,Maio,0.3386148,1854938665.46,1570274.213042512,314054.8426085024,1256219.3704340097,1570273.38,314053.37,1256220.01,-0.8330425121821463,0.8330425121821463,5.3050795026668944e-05
JAGUARUANA,JAGUARUANA,Junho,0.3386148,1934205596.72,1637376.6032305586,327475.32064611174,1309901.282584447,1671933.61,334385.21,1337548.4,34557.006769441534,34557.006769441534,2.06688869478744
JARDIM,JARDIM,Janeiro,0.1744031,1923303904.52,838575.4079759801,167715.08159519604,670860.3263807842,838574.31,167713.04,670861.27,-1.0979759800247848,1.0979759800247848,0.00013093365333655222
JARDIM,JARDIM,Fevereiro,0.1744031,1670684530.04,728431.4029025479,145686.28058050957,582745.1223220383,728430.37,145684.93,582745.44,-1.0329025478567928,1.0329025478567928,0.00014179839149990313
JARDIM,JARDIM,Março,0.1744031,1678479898.09,731830.2437864501,146366.04875729003,585464.1950291601,731829.16,146364.58,585464.58,-1.083786450093612,1.083786450093612,0.00014809282129364892
JARDIM,JARDIM,Abril,0.1744031,1853353143.2,808076.3339220599,161615.26678441197,646461.0671376479,808074.97,161613.77,646461.2,-1.3639220598852262,1.3639220598852262,0.00016878657433050132
JARDIM,JARDIM,Maio,0.1744031,1854938665.46,808767.6339152174,161753.5267830435,647014.107132174,808766.62,161751.3,647015.32,-1.0139152173651382,1.0139152173651382,0.0001253656113261868
JARDIM,JARDIM,Junho,0.1744031,1934205596.72,843328.6302632947,168665.72605265895,674662.9042106358,918485.09,183695.09,734790.0,75156.45973670529,75156.45973670529,8.182654302717673
JATI,JATI,Janeiro,0.1575644,1923303904.52,757610.5643333776,151522.11286667554,606088.4514667022,757609.19,151520.73,606088.46,-1.374333377694711,1.374333377694711,0.00018140400035204316
JATI,JATI,Fevereiro,0.1575644,1670684530.04,658101.0139125864,131620.20278251727,526480.8111300691,658100.37,131618.71,526481.66,-0.6439125863835216,0.6439125863835216,9.784413073396714e-05
JATI,JATI,Março,0.1575644,1678479898.09,661171.69513653,132234.339027306,528937.356109224,661170.49,132232.38,528938.11,-1.205136529984884,1.205136529984884,0.00018227318796168354
JATI,JATI,Abril,0.1575644,1853353143.2,730056.1899910552,146011.23799821103,584044.9519928441,730054.68,146009.25,584045.43,-1.5099910551216453,1.5099910551216453,0.00020683259713116903
JATI,JATI,Maio,0.1575644,1854938665.46,730680.7446500141,146136.14893000282,584544.5957200113,730679.42,146134.77,584544.65,-1.3246500140521675,1.3246500140521675,0.00018129017703169572
JATI,JATI,Junho,0.1575644,1934205596.72,761904.8608095719,152380.9721619144,609523.8886476576,754880.61,150974.53,603906.08,-7024.250809571939,7024.250809571939,0.930511489700595
JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,Janeiro,0.3329958,1923303904.52,1601130.3058219026,320226.0611643805,1280904.244657522,1601129.56,320224.78,1280904.78,-0.7458219025284052,0.7458219025284052,4.658098389791799e-05
JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,Fevereiro,0.3329958,1670684530.04,1390827.3290707346,278165.4658141469,1112661.8632565876,1390826.14,278164.4,1112661.74,-1.1890707346610725,1.1890707346610725,8.549384430329103e-05
JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,Março,0.3329958,1678479898.09,1397316.891120995,279463.378224199,1117853.512896796,1397316.43,279462.29,1117854.14,-0.46112099499441683,0.46112099499441683,3.300047040843976e-05
JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,Abril,0.3329958,1853353143.2,1542897.0315059964,308579.4063011993,1234317.6252047971,1542895.69,308577.62,1234318.07,-1.3415059964172542,1.3415059964172542,8.694729041710229e-05
JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,Maio,0.3329958,1854938665.46,1544216.9621394628,308843.3924278926,1235373.5697115704,1544216.35,308841.81,1235374.54,-0.6121394627261907,0.6121394627261907,3.964078367167856e-05
JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,Junho,0.3329958,1934205596.72,1610205.8501106345,322041.1700221269,1288164.6800885077,1625251.9,325048.95,1300202.95,15046.049889365444,15046.049889365444,0.9257672542555061
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,Janeiro,1.6450719,1923303904.52,7909933.021215337,1581986.6042430676,6327946.41697227,7909932.47,1581986.13,6327946.34,-0.5512153375893831,0.5512153375893831,6.9686478320766645e-06
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,Fevereiro,1.6450719,1670684530.04,6870990.435333774,1374198.087066755,5496792.34826702,6870989.67,1374197.16,5496792.51,-0.7653337744995952,0.7653337744995952,1.1138625019932466e-05
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,Março,1.6450719,1678479898.09,6903050.2876568055,1380610.0575313612,5522440.230125445,6903050.02,1380609.13,5522440.89,-0.26765680592507124,0.26765680592507124,3.877370222576936e-06
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,Abril,1.6450719,1853353143.2,7622247.94163749,1524449.5883274982,6097798.353309993,7622247.5,1524448.4,6097799.1,-0.4416374899446964,0.4416374899446964,5.7940586414269075e-06
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,Maio,1.6450719,1854938665.46,7628768.686929367,1525753.7373858734,6103014.949543494,7628768.36,1525752.8,6103015.56,-0.3269293662160635,0.3269293662160635,4.285480313313164e-06
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,Junho,1.6450719,1934205596.72,7954768.18996701,1590953.637993402,6363814.551973608,8357988.51,1671596.93,6686391.58,403220.3200329896,403220.3200329896,4.824370355984009
JUCAS,JUCAS,Janeiro,0.2721154,1923303904.52,1308401.528250054,261680.30565001082,1046721.2226000433,1308401.14,261678.67,1046722.47,-0.3882500540930778,0.3882500540930778,2.9673625482554824e-05
JUCAS,JUCAS,Fevereiro,0.2721154,1670684530.04,1136547.4729141165,227309.4945828233,909237.9783312932,1136547.1,227308.16,909238.94,-0.3729141163639724,0.3729141163639724,3.2811144946300284e-05
JUCAS,JUCAS,Março,0.2721154,1678479898.09,1141850.572151799,228370.1144303598,913480.4577214392,1141849.63,228368.68,913480.95,-0.9421517990995198,0.9421517990995198,8.251102197226442e-05
JUCAS,JUCAS,Abril,0.2721154,1853353143.2,1260814.8297578131,252162.96595156263,1008651.8638062505,1260814.46,252161.4,1008653.06,-0.3697578131686896,0.3697578131686896,2.9326901372045627e-05
JUCAS,JUCAS,Maio,0.2721154,1854938665.46,1261893.4423177852,252378.68846355705,1009514.7538542282,1261893.11,252376.71,1009516.4,-0.3323177851270884,0.3323177851270884,2.633486009976617e-05
JUCAS,JUCAS,Junho,0.2721154,1934205596.72,1315817.8240842537,263163.56481685076,1052654.259267403,1346315.17,269261.55,1077053.62,30497.345915746177,30497.345915746177,2.265245656835775
LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,Janeiro,0.1913577,1923303904.52,920097.528924917,184019.5057849834,736078.0231399336,920096.09,184017.84,736078.25,-1.4389249170199037,1.4389249170199037,0.00015638854818086486
LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,Fevereiro,0.1913577,1670684530.04,799245.8727350882,159849.17454701767,639396.6981880707,799245.21,159848.39,639396.82,-0.662735088262707,0.662735088262707,8.292012012967922e-05
LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,Março,0.1913577,1678479898.09,802975.1319868419,160595.0263973684,642380.1055894736,802973.96,160592.9,642381.06,-1.171986841945909,1.171986841945909,0.0001459557719587705
LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,Abril,0.1913577,1853353143.2,886633.4869263065,177326.6973852613,709306.7895410452,886632.1,177325.24,709306.86,-1.3869263065280393,1.3869263065280393,0.00015642635841044323
LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,Maio,0.1913577,1854938665.46,887391.9916587375,177478.3983317475,709913.59332699,887390.92,177476.73,709914.19,-1.0716587374918163,1.0716587374918163,0.00012076512316486359
LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,Junho,0.1913577,1934205596.72,925312.8357886669,185062.56715773337,740250.2686309335,1012655.34,202529.42,810125.92,87342.50421133311,87342.50421133311,8.625096887489194
LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,Janeiro,0.7608448,1923303904.52,3658339.4364343463,731667.8872868693,2926671.5491474774,3658339.5,731667.17,2926672.33,0.06356565374881029,0.06356565374881029,1.7375548045448021e-06
LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,Fevereiro,0.7608448,1670684530.04,3177829.0928034447,635565.818560689,2542263.274242756,3177828.4,635564.78,2542263.62,-0.6928034448064864,0.6928034448064864,2.1801159710401178e-05
LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,Março,0.7608448,1678479898.09,3192656.755915766,638531.3511831532,2554125.404732613,3192656.34,638529.9,2554126.44,-0.4159157662652433,0.4159157662652433,1.3027263882251834e-05
LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,Abril,0.7608448,1853353143.2,3525285.2539184387,705057.0507836877,2820228.203134751,3525284.75,705055.85,2820228.9,-0.5039184386841953,0.5039184386841953,1.4294403840262699e-05
LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,Maio,0.7608448,1854938665.46,3528301.094835452,705660.2189670904,2822640.8758683614,3528300.64,705659.14,2822641.5,-0.4548354516737163,0.4548354516737163,1.2891062811294796e-05
LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,Junho,0.7608448,1934205596.72,3679075.6759882728,735815.1351976546,2943260.5407906184,3662920.69,732583.19,2930337.5,-16154.98598827282,16154.98598827282,0.4410411077798362
MADALENA,MADALENA,Janeiro,0.2784063,1923303904.52,1338649.8095824162,267729.96191648324,1070919.847665933,1338648.52,267728.69,1070919.83,-1.289582416182384,1.289582416182384,9.633465371346199e-05
MADALENA,MADALENA,Fevereiro,0.2784063,1670684530.04,1162822.746189188,232564.5492378376,930258.1969513504,1162822.27,232563.46,930258.81,-0.4761891879606992,0.4761891879606992,4.095115825058108e-05
MADALENA,MADALENA,Março,0.2784063,1678479898.09,1168248.4451290348,233649.68902580696,934598.7561032278,1168247.48,233648.18,934599.3,-0.965129034826532,0.965129034826532,8.261340609324764e-05
MADALENA,MADALENA,Abril,0.2784063,1853353143.2,1289962.9779792053,257992.59559584106,1031970.3823833643,1289961.95,257991.1,1031970.85,-1.0279792053624988,1.0279792053624988,7.969066105883966e-05
MADALENA,MADALENA,Maio,0.2784063,1854938665.46,1291066.5264441408,258213.30528882818,1032853.2211553127,1291065.77,258211.8,1032853.97,-0.7564441408030689,0.7564441408030689,5.859067433900512e-05
MADALENA,MADALENA,Junho,0.2784063,1934205596.72,1346237.5590552683,269247.5118110537,1076990.0472442147,1347846.23,269568.2,1078278.03,1608.6709447316825,1608.6709447316825,0.11935122189210579
MARACANAU,MARACANAU,Janeiro,6.1920671,1923303904.52,29773067.076199584,5954613.415239917,23818453.66095967,29773067.09,5954613.05,23818454.04,0.013800416141748428,0.013800416141748428,4.635201371773898e-08
MARACANAU,MARACANAU,Fevereiro,6.1920671,1670684530.04,25862476.782349113,5172495.356469823,20689981.425879292,25862476.82,5172494.88,20689981.94,0.03765088692307472,0.03765088692307472,1.455811335670623e-07
MARACANAU,MARACANAU,Março,6.1920671,1678479898.09,25983150.387436103,5196630.077487221,20786520.309948884,25983150.35,5196629.15,20786521.2,-0.0374361015856266,0.0374361015856266,1.4407837803096344e-07
MARACANAU,MARACANAU,Abril,6.1920671,1853353143.2,28690217.556725774,5738043.511345156,22952174.045380622,28690217.54,5738042.66,22952174.88,-0.016725774854421616,0.016725774854421616,5.8297832113341356e-08
MARACANAU,MARACANAU,Maio,6.1920671,1854938665.46,28714761.707281932,5742952.341456387,22971809.36582555,28714762.03,5742952.51,22971809.52,0.3227180689573288,0.3227180689573288,1.12387512952455e-06
MARACANAU,MARACANAU,Junho,6.1920671,1934205596.72,29941827.10021445,5988365.420042891,23953461.680171564,28548226.68,5709644.83,22838581.85,-1393600.4202144518,1393600.4202144518,4.8815656251978865
MARANGUAPE,MARANGUAPE,Janeiro,0.7325466,1923303904.52,3522274.3400571267,704454.8680114254,2817819.4720457015,3522274.52,704454.34,2817820.18,0.17994287330657244,0.17994287330657244,5.108712347229893e-06
MARANGUAPE,MARANGUAPE,Fevereiro,0.7325466,1670684530.04,3059635.6803834997,611927.1360767,2447708.5443068,3059634.54,611926.1,2447708.44,-1.140383499674499,1.140383499674499,3.7271886062395516e-05
MARANGUAPE,MARANGUAPE,Março,0.7325466,1678479898.09,3073911.85628544,614782.371257088,2459129.485028352,3073911.4,614781.34,2459130.06,-0.4562854398973286,0.4562854398973286,1.4843805839599952e-05
MARANGUAPE,MARANGUAPE,Abril,0.7325466,1853353143.2,3394168.8591261827,678833.7718252366,2715335.0873009465,3394168.62,678832.68,2715335.94,-0.23912618262693286,0.23912618262693286,7.045206334708641e-06
MARANGUAPE,MARANGUAPE,Maio,0.7325466,1854938665.46,3397072.531478151,679414.5062956302,2717658.025182521,3397072.11,679413.71,2717658.4,-0.4214781513437629,0.4214781513437629,1.2407100517620831e-05
MARANGUAPE,MARANGUAPE,Junho,0.7325466,1934205596.72,3542239.333945518,708447.8667891036,2833791.4671564144,3691574.0,738313.68,2953260.32,149334.6660544821,149334.6660544821,4.045284370690717
MARCO,MARCO,Janeiro,0.2748865,1923303904.52,1321725.6968745922,264345.1393749185,1057380.557499674,1321724.94,264344.05,1057380.89,-0.7568745922762901,0.7568745922762901,5.7264153029925435e-05
MARCO,MARCO,Fevereiro,0.2748865,1670684530.04,1148121.557667101,229624.31153342023,918497.2461336809,1148120.24,229622.75,918497.49,-1.3176671010442078,1.3176671010442078,0.00011476734362284283
MARCO,MARCO,Março,0.2748865,1678479898.09,1153478.6612657919,230695.73225315838,922782.9290126335,1153477.87,230694.23,922783.64,-0.791265791747719,0.791265791747719,6.859826376623238e-05
MARCO,MARCO,Abril,0.2748865,1853353143.2,1273654.3969956168,254730.87939912337,1018923.5175964935,1273653.79,254729.38,1018924.41,-0.606995616806671,0.606995616806671,4.765781891220777e-05
MARCO,MARCO,Maio,0.2748865,1854938665.46,1274743.9936574255,254948.79873148512,1019795.1949259405,1274743.73,254946.53,1019797.2,-0.26365742553025484,0.26365742553025484,2.068317100334001e-05
MARCO,MARCO,Junho,0.2748865,1934205596.72,1329217.5169069306,265843.5033813861,1063374.0135255444,1363800.38,272758.68,1091041.7,34582.86309306929,34582.86309306929,2.535771627594743
MARTINOPOLE,MARTINOPOLE,Janeiro,0.2160771,1923303904.52,1038954.8252683963,207790.96505367928,831163.8602147171,1038954.47,207789.29,831165.18,-0.3552683963207528,0.3552683963207528,3.419479934676568e-05
MARTINOPOLE,MARTINOPOLE,Fevereiro,0.2160771,1670684530.04,902491.6706647653,180498.33413295308,721993.3365318123,902490.77,180496.98,721993.79,-0.9006647652713582,0.9006647652713582,9.979767053699155e-05
MARTINOPOLE,MARTINOPOLE,Março,0.2160771,1678479898.09,906702.6719689568,181340.53439379137,725362.1375751655,906701.6,181338.92,725362.68,-1.0719689568504691,1.0719689568504691,0.00011822731501195863
MARTINOPOLE,MARTINOPOLE,Abril,0.2160771,1853353143.2,1001167.9311463519,200233.58622927038,800934.3449170815,1001167.37,200231.87,800935.5,-0.5611463518580422,0.5611463518580422,5.604920502533379e-05
MARTINOPOLE,MARTINOPOLE,Maio,0.2160771,1854938665.46,1002024.4187761674,200404.8837552335,801619.535020934,1002023.39,200403.29,801620.1,-1.0287761674262583,1.0287761674262583,0.00010266987554315058
MARTINOPOLE,MARTINOPOLE,Junho,0.2160771,1934205596.72,1044843.8403575679,208968.7680715136,835875.0722860544,1034178.29,206833.92,827344.37,-10665.550357567845,10665.550357567845,1.0313067350860599
MASSAPE,MASSAPE,Janeiro,0.2853344,1923303904.52,1371961.9140346786,274392.38280693576,1097569.531227743,1371961.51,274390.8,1097570.71,-0.4040346785914153,0.4040346785914153,2.9449417906149226e-05
MASSAPE,MASSAPE,Fevereiro,0.2853344,1670684530.04,1191759.4199206133,238351.88398412266,953407.5359364906,1191758.51,238350.67,953407.84,-0.9099206132814288,0.9099206132814288,7.635109006114241e-05
MASSAPE,MASSAPE,Março,0.2853344,1678479898.09,1197320.136583928,239464.02731678562,957856.1092671425,1197319.11,239462.52,957856.59,-1.0265839279163629,1.0265839279163629,8.574021072096333e-05
MASSAPE,MASSAPE,Abril,0.2853344,1853353143.2,1322063.5177577152,264412.70355154306,1057650.8142061722,1322062.54,264411.32,1057651.22,-0.9777577151544392,0.9777577151544392,7.395699413391134e-05
MASSAPE,MASSAPE,Maio,0.2853344,1854938665.46,1323194.5278645745,264638.9055729149,1058555.6222916597,1323193.25,264637.71,1058555.54,-1.2778645744547248,1.2778645744547248,9.657429664599066e-05
MASSAPE,MASSAPE,Junho,0.2853344,1934205596.72,1379738.483541858,275947.6967083716,1103790.7868334863,1459305.5,291859.97,1167445.53,79567.01645814208,79567.01645814208,5.452389267233084
MAURITI,MAURITI,Janeiro,0.2400623,1923303904.52,1154281.897295129,230856.3794590258,923425.5178361032,1154281.18,230854.96,923426.22,-0.7172951290849596,0.7172951290849596,6.2142148855356e-05
MAURITI,MAURITI,Fevereiro,0.2400623,1670684530.04,1002670.9271395538,200534.18542791076,802136.7417116431,1002670.22,200533.01,802137.21,-0.707139553851448,0.707139553851448,7.052563642026269e-05
MAURITI,MAURITI,Março,0.2400623,1678479898.09,1007349.3620981275,201469.87241962552,805879.4896785021,1007348.24,201468.4,805879.84,-1.1220981274964288,1.1220981274964288,0.00011139128286921201
MAURITI,MAURITI,Abril,0.2400623,1853353143.2,1112300.5456720535,222460.1091344107,889840.4365376428,1112298.81,222458.04,889840.77,-1.7356720534153283,1.7356720534153283,0.00015604368518701625
MAURITI,MAURITI,Maio,0.2400623,1854938665.46,1113252.1059731455,222650.4211946291,890601.6847785164,1113251.36,222649.29,890602.07,-0.7459731453564018,0.7459731453564018,6.700850968252145e-05
MAURITI,MAURITI,Junho,0.2400623,1934205596.72,1160824.6105536893,232164.92211073788,928659.6884429515,1284301.55,256858.97,1027442.58,123476.93944631075,123476.93944631075,9.614326125068583
MERUOCA,MERUOCA,Janeiro,0.2324298,1923303904.52,1117582.8546670065,223516.57093340132,894066.2837336053,1117581.75,223515.08,894066.67,-1.1046670065261424,1.1046670065261424,9.884440279434972e-05
MERUOCA,MERUOCA,Fevereiro,0.2324298,1670684530.04,970792.1779507279,194158.4355901456,776633.7423605823,970791.27,194156.87,776634.4,-0.9079507278511301,0.9079507278511301,9.352687399538832e-05
MERUOCA,MERUOCA,Março,0.2324298,1678479898.09,975321.8675426976,195064.37350853952,780257.4940341581,975320.94,195062.39,780258.55,-0.9275426976382732,0.9275426976382732,9.510127995798729e-05
MERUOCA,MERUOCA,Abril,0.2324298,1853353143.2,1076936.2510083683,215387.25020167368,861549.0008066947,1076935.16,215385.53,861549.63,-1.0910083684138954,1.0910083684138954,0.00010130678326203925
MERUOCA,MERUOCA,Maio,0.2324298,1854938665.46,1077857.5575628367,215571.51151256735,862286.0460502694,1077857.05,215570.2,862286.85,-0.5075628366321325,0.5075628366321325,4.708999552697016e-05
MERUOCA,MERUOCA,Junho,0.2324298,1934205596.72,1123917.5500112756,224783.51000225512,899134.0400090205,1128087.17,225615.49,902471.68,4169.6199887243565,4169.6199887243565,0.3696185985985779
MILAGRES,MILAGRES,Janeiro,0.1798333,1923303904.52,864685.2201317913,172937.0440263583,691748.1761054331,864684.44,172935.1,691749.34,-0.7801317913690582,0.7801317913690582,9.022156006057635e-05
MILAGRES,MILAGRES,Fevereiro,0.1798333,1670684530.04,751111.7807401058,150222.35614802115,600889.4245920846,751110.8,150221.36,600889.44,-0.9807401057332754,0.9807401057332754,0.00013057196165110066
MILAGRES,MILAGRES,Março,0.1798333,1678479898.09,754616.447642971,150923.2895285942,603693.1581143768,754615.34,150920.78,603694.56,-1.1076429709792137,1.1076429709792137,0.00014678246150935835
